kanji,meaning
磨,"lavarse los dientes"
魔,demonio
魔,"espíritu maligno"
麻,cáñamo
麻,lino
麻,entumecerse
埋,enterrado
埋,relleno
埋,incrustado
埋,"ser enterrado"
埋,"ser rellenado"
埋,enterrar
埋,rellenar
埋,incrustar
妹,"hermana menor"
枚,contar
枚,"contador para objetos delgados y planos"
枚,"antiguamente dinero"
毎,siempre
毎,cada
毎,"en ese momento"
槙,"extremo de una rama"
槙,"pino negro chino"
幕,cortina
幕,telón
幕,"acto de una obra"
幕,"del gobierno shogun"
幕,final
膜,membrana
枕,almohada
枕,"prefacio a una frase o charla"
鮪,atún
柾,"árbol de huso (euonymus)"
鱒,"trucha salmón"
亦,también
亦,"otra vez"
亦,"de nuevo"
俣,bifurcación
又,"otra vez"
又,además
又,"por otra parte"
又,otro
又,distinto
抹,frotar
抹,borrar
抹,pintar
抹,moler
末,aún
末,punta
末,extremo
末,final
末,polvo
末,fin
末,futuro
末,"el más joven"
迄,hasta
迄,"hasta el punto que"
繭,capullo
繭,"gusano de seda"
麿,yo
万,"diez mil"
万,muchos
慢,pavonearse
慢,"estar orgulloso"
慢,holgazanear
慢,vaguear
慢,desatender
慢,descuidar
満,completo
満,pleno
満,plenitud
満,"estar lleno"
満,"subir la marea"
満,llenar
満,abundar
漫,involuntariamente
漫,relajado
漫,flojo
味,sabor
味,gusto
味,experiencia
未,"aún no"
未,todavía
未,"hasta ahora"
魅,fascinación
魅,encanto
巳,"signo de la serpiente"
巳,"sexto signo del zodíaco"
巳,serpiente
岬,punta
岬,cabo
岬,promontorio
密,denso
密,concentrado
密,minucioso
密,preciso
密,"en secreto"
蜜,miel
蜜,néctar
蜜,melaza
湊,puerto
湊,muelle
湊,reunirse
湊,congregarse
稔,cosechar
稔,madurar
稔,año
脈,vena
脈,pulso
脈,esperanza
妙,exquisito
妙,encantador
妙,admirable
妙,extraño
妙,raro
妙,misterioso
妙,joven
民,gente
民,pueblo
眠,somnoliento
眠,"tener sueño"
眠,sonmoliento
眠,dormir
務,tarea
務,obligaciones
務,deber
務,cargo
務,servir
務,"desempeñar un cargo"
夢,sueño
夢,visión
夢,ilusión
無,nada
無,inexistente
無,"prefijo negativo"
無,"no hay"
矛,alabarda
矛,armas
霧,niebla
霧,neblina
椋,"tipo de árbol de hoja caduca"
椋,"estornino fris"
婿,novio
婿,yerno
娘,hija
娘,chica
娘,muchacha
冥,oscuro
冥,incomprensible
冥,profundo
冥,"el más allá"
名,nombre
名,célebre
名,distinguido
名,reputación
命,orden
命,mandato
命,vida
明,luz
明,brillo
明,claridad
明,listo
明,inteligente
明,claro
明,luminoso
明,iluminar
明,aclarar
盟,juramento
盟,promesa
盟,pacto
盟,alianza
迷,extraviarse
迷,"estar perdido"
迷,perderse
銘,inscripción
銘,"firma de artesano"
鳴,"emitir sonido (animal)"
鳴,sonido
鳴,sonar
鳴,"hacer sonar"
姪,sobrina
牝,hembra
牝,femenino
滅,extinguirse
滅,apagarse
滅,estropearse
滅,"ser destruido"
滅,"ser devastado"
滅,estropear
滅,destruir
滅,devastar
滅,demoler
免,excusa
免,permiso
免,abandono
免,escape
免,despido
免,evitar
免,escapar
免,permitir
免,abandonar
免,"ser despedido"
綿,algodón
綿,prolongado
綿,minucioso
面,cara
面,semblante
面,superficie
麺,tallarines
麺,"harina de trigo"
模,patrón
模,modelo
模,molde
茂,frondoso
茂,exuberante
茂,tupido
茂,engordar
茂,"crecer (plantas)"
茂,"ser lujoso"
茂,"hacerse frondoso"
茂,"hacerse tupido"
妄,ilusión
妄,engaño
妄,innecesariamente
妄,arbitrariamente
妄,"sin razón"
孟,jefe
孟,principio
孟,comienzo
孟,grande
毛,pelaje
毛,vello
毛,pluma
毛,cultivo
毛,producción
猛,fuerte
猛,valiente
猛,salvaje
猛,violento
盲,ciego
盲,analfabeto
盲,irresponsable
網,red
網,emboscada
耗,disminuir
耗,decrecer
耗,gastarse
蒙,aproximadamente
蒙,ignorancia
蒙,recibir
蒙,sufrir
蒙,ponerse
蒙,sostener
木,árbol
木,madera
黙,silencio
黙,callarse
黙,"dejar de hablar"
目,ojo
目,mirada
目,percepción
勿,no
勿,"no deber"
勿,"no ser"
餅,"pastel de pasta de arroz"
戻,vuelta
戻,regreso
戻,devolución
戻,volver
戻,vomitar
戻,regresar
戻,devolver
問,duda
問,pregunta
問,problema
問,preguntar
問,acusar
紋,"clasón de familia"
紋,insignia
紋,blasón
門,puerta
匁,"antigua medida de peso (3.75 gramos)"
匁,"antigua moneda"
也,ser
冶,fundición
冶,fundir
夜,noche
夜,tarde
爺,anciano
爺,viejo
爺,abuelo
耶,interrogación
耶,"palabra para llamar al padre"
野,campo
野,llano
野,extensión
野,rango
野,natural
野,civil
野,"no oficial"
弥,"más aún"
弥,progresivamente
矢,flecha
厄,desgracia
厄,"mala suerte"
厄,desastre
厄,calamidad
厄,"abreviatura de año malo"
役,oficio
役,deber
役,servicio
役,papel
役,(guerra)
約,promesa
約,aproximadamente
約,encogerse
約,economizar
薬,medicina
薬,droga
訳,traducir
訳,razón
訳,motivo
訳,causa
訳,significado
躍,brincar
躍,saltar
躍,alzarse
靖,tranquilo
靖,apacible
柳,sauce
柳,mimbre
愉,diversión
愉,regocijo
油,aceite
油,grasa
癒,curación
癒,cicatrización
諭,reprimenda
諭,amonestación
諭,bando
諭,edicto
諭,reprender
諭,amonestar
諭,persuadir
輸,transportar
輸,trasladar
唯,solamente
唯,meramente
唯,simplemente
佑,proteger
佑,ayudar
優,excelente
優,sobresaliente
優,especial
優,papel
優,función
優,elegante
優,tierno
優,amable
優,cariñoso
優,sobrepasar
優,"dejar atrás"
優,sobresalir
勇,valentía
勇,audacia
勇,heroísmo
勇,"estar en buen estado de animo"
勇,"ser animado"
友,amigo
友,compañero
宥,tranquilizar
宥,aliviar
宥,calmar
宥,pacificar
幽,profundo
幽,recluir
幽,confinar
幽,"el más allá"
悠,distante
悠,"mucho tiempo"
憂,pesadumbre
憂,inquietud
憂,preocupación
憂,"estar apesadumbrado"
憂,"estar inquieto"
憂,"estar preocupado"
有,existir
有,poseer
有,tener
有,ser
柚,cidra
柚,"árbol de frutos cítricos"
湧,hervir
湧,fermentar
猶,"más aún"
猶,todavía
猶,dudar
由,razón
由,significado
由,causa
祐,ayudar
裕,abundante
裕,rico
裕,fértil
誘,tentación
誘,seducción
誘,invitación
誘,tentar
誘,seducir
誘,invitar
誘,atraer
遊,jugar
遊,viajar
遊,"moverse libremente"
邑,pueblo
邑,aldea
邑,"comunidad rural"
郵,correo
郵,"servicio postal"
雄,fuerte
雄,bravo
雄,valiente
雄,masculino
雄,varón
融,disolver
融,derretir
融,deslizar
夕,tarde
夕,noche
予,"de antemano"
予,previo
余,remanente
余,exceso
余,resto
余,otro
余,distinto
余,"uno mismo"
余,quedar
余,sobrar
余,"ser demasiado"
与,otorgar
与,conceder
与,proveer
与,"unir fuerzas"
誉,reputación
誉,honor
誉,crédito
誉,gloria
預,depósito
預,"confiar algo a alguien"
預,"dejar al cuidado de"
預,"quedarse al cuidado de"
幼,infancia
幼,niñez
幼,infantil
幼,aniñado
幼,inocente
妖,sospechoso
妖,dudoso
妖,hechicero
妖,cautivador
容,contenido
容,figura
容,perdonar
容,fácil
庸,común
庸,ordinario
庸,mediocre
庸,contratar
庸,"dar empleo"
揚,levantar
揚,alzar
揚,izar
揚,freír
揺,cimbreo
揺,temblor
揺,estremecimiento
揺,oscilación
揺,balanceo
揺,cimbrar
揺,temblar
揺,estremecerse
揺,oscilar
揺,mecerse
揺,balancearse
擁,abrazar
擁,proteger
曜,"día de la semana"
曜,brillar
曜,resplandecer
楊,sauce
様,forma
様,manera
様,situación
様,estilo
様,señor
様,señora
様,srta.
洋,océano
洋,"de estilo occidental"
洋,"cada una de las dos mitades del mundo"
溶,derretir
溶,fundir
溶,disolver
溶,derretirse
溶,fundirse
溶,disolverse
熔,fundición
熔,fundir
熔,fundirse
用,uso
用,empleo
用,trabajo
用,usar
用,"hacer uso de"
窯,horno
羊,oveja
羊,cordero
耀,brillar
耀,destellar
耀,centellear
耀,relucir
葉,hoja
葉,"contador de cosas planas"
葉,follaje
蓉,loto
要,necesidad
要,"punto central"
要,esencia
要,necesitar
謡,"canto del teatro Noh"
謡,"canto melódico"
謡,cantar
踊,bailar
踊,saltar
踊,brincar
踊,baile
遥,"muy lejos"
遥,distante
遥,"caminar despreocupadamente"
陽,positivo
陽,masculino
養,criar
養,mantener
養,cultivarse
抑,freno
抑,restricción
抑,reprimir
抑,restringir
欲,anhelo
欲,ansia
欲,deseo
欲,querer
欲,desear
浴,bañarse
浴,"tomar un baño"
浴,ducharse
浴,verter
翌,siguiente
翌,después
翼,ala
翼,ayudar
淀,estanque
淀,charca
淀,estancarse
淀,depositarse
淀,sedimentar
羅,compresa
羅,"gasa de seda"
羅,"bien alineado"
羅,Roma
裸,desnudo
裸,descubierto
来,venir
来,llegar
来,acercarse
来,aproximarse
頼,solicitud
頼,petición
頼,solicitar
頼,pedir
頼,"de confianza"
頼,"confiar en"
頼,"depender de"
雷,trueno
雷,relámpago
雷,rayo
洛,"antigua región de China"
洛,Kyoto
絡,entrelazar
絡,enredar
絡,rodear
絡,"ser atrapado"
絡,"ser envuelto"
絡,"ser enredado"
落,caer
落,"ser inferior"
落,"ser omitido"
落,suspender
落,caerse
落,"dejar caer"
落,perder
酪,"productos lácteos"
酪,"productos de uso diario"
乱,disturbio
乱,desorden
乱,confusión
乱,absurdamente
乱,irrazonablemente
乱,guerra
乱,confundirse
乱,"estar desordenado"
乱,"ser molestado"
乱,confundir
乱,desordenar
乱,molestar
卵,huevo
卵,óvulo
卵,embrión
嵐,tormenta
嵐,tempestad
嵐,"aire fresco de montaña"
欄,barandilla
欄,pasamanos
欄,"en blanco"
欄,espacio
欄,"columna (periódico)"
濫,excesivo
濫,desbordamiento
濫,"sin razón"
濫,arbitrariamente
藍,índigo
蘭,orquídea
蘭,Holanda
覧,ver
覧,mirar
利,ganancia
利,ventaja
利,beneficio
利,"ser efectivo"
吏,"oficial del gobierno"
吏,funcionario
履,"llevar a cabo uno mismo"
履,calzado
履,calzarse
李,ciruela
梨,peral
梨,pera
理,lógica
理,razón
理,preparar
璃,lapislázuli
璃,vidrioso
痢,diarrea
裏,reverso
裏,opuesto
裏,"parte interior"
裏,"en esa situación"
裏,interior
里,"ri (unidad de medida)"
里,aldea
里,pueblo
里,"lugar natal"
離,separarse
離,apartarse
離,separar
離,apartar
陸,tierra
律,ley
律,regulación
律,regla
律,"ritmo (musical)"
率,proporción
率,tasa
率,dirigir
率,mandar
率,verdad
率,franqueza
率,indiscreción
率,liderar
率,encabezar
立,levantarse
立,alzarse
立,"ponerse en pie"
立,levantar
立,erigir
立,"estar en pie"
略,abreviación
略,abreviatura
流,corriente
流,derramar
流,verter
琉,"lapis lázuli (color)"
琉,"cristal (forma antigua)"
留,quedarse
留,permanecer
留,parar
留,detener
硫,"azufre abreviatura de ácido sulfúrico"
粒,grano
粒,gota
粒,"contador para partículas diminutas"
隆,montículo
隆,giba
隆,alto
隆,próspero
隆,floreciente
竜,dragón
慮,prudencia
慮,consideración
慮,deliberación
慮,considerar
慮,deliberar
旅,viaje
旅,trayecto
旅,excursión
虜,cautivo
虜,prisionero
虜,apresar
了,completar
了,"alcanzar un fin"
了,finalizar
了,comprender
亮,claro
亮,luminoso
亮,ayudar
亮,verdad
僚,colega
僚,amigo
僚,compañero
僚,"oficial del gobierno"
両,ambos
両,"contador de vehículos"
凌,aguantar
凌,soportar
凌,resistir
凌,rechazar
凌,oponerse
凌,desafiar
寮,dormitorio
寮,hostal
寮,residencia
寮,internado
料,material
料,precio
梁,"nombre de una antigua región de China"
梁,viga
梁,travesaño
梁,puente
梁,presa
梁,"trampa para peces"
涼,refrescante
涼,fresco
涼,agradable
涼,refrescarse
猟,cazar
猟,cacería
療,curar
療,cicatrizar
療,sanar
瞭,claro
瞭,luminoso
稜,ángulo
稜,borde
稜,filo
稜,esquina
稜,poder
稜,majestad
糧,comestibles
糧,provisiones
糧,alimento
良,bueno
良,sobresaliente
諒,realidad
諒,verdad
諒,ciertamente
諒,seguramente
諒,comprender
諒,entender
遼,distante
遼,lejano
量,cantidad
量,medida
量,medir
量,pesar
量,sondear
陵,"mausoleo imperial"
陵,"tumba imperial"
陵,cumbre
領,"punto clave"
領,control
領,controlar
力,potencia
力,poder
力,fuerza
力,energía
力,vigor
力,énfasis
緑,verde
緑,verdor
倫,ética
倫,principios
倫,deber
倫,reglas
厘,"antigua unidad de longitud y de peso"
厘,"antigua moneda"
林,arboleda
林,soto
琳,joya
琳,"tintineo de joyas"
臨,asistir
臨,encontrar
臨,encarar
臨,enfrentarse
臨,confrontar
輪,rueda
輪,anillo
輪,círculo
輪,eslabón
輪,"contador de flores"
輪,aro
隣,colindante
隣,vecino
隣,colindar
鱗,"escamas (peces)"
麟,"unicornio chino"
麟,genio
麟,jirafa
麟,brillante
麟,resplandeciente
瑠,lapislázuli
塁,puesto
塁,fuerte
塁,"base de béisbol"
涙,lágrima
涙,compasión
涙,consolación
累,relación
累,conexión
累,compromiso
累,apilar
累,repetidamente
累,"una y otra vez"
類,variedad
類,clase
類,parecido
類,afectar
令,órdenes
令,leyes
伶,músico
伶,inteligente
伶,astuto
例,ejemplo
例,normal
例,comparar
例,ilustrar
冷,frío
冷,enfriar
冷,enfriarse
冷,helarse
冷,helar
励,aliento
励,estímulo
励,esfuerzo
励,diligencia
励,alentar
励,estimular
励,esforzarse
励,"ser diligente"
嶺,pico
嶺,apogeo
嶺,cresta
怜,sabio
怜,astuto
玲,"joya perfectamente clara"
玲,"sonido de joyas"
玲,"belleza límpida"
礼,saludo
礼,reverencia
礼,cortesía
礼,gracias
鈴,campanilla
鈴,timbre
隷,servir
隷,criado
隷,sirviente
隷,"tipografía de escritura para kanjis"
零,cero
零,nada
零,pequeño
零,derramar
零,desbordar
零,estropearse
零,"hacerse ruinas"
霊,espíritu
霊,alma
霊,dios
麗,precioso
麗,hermoso
麗,bonito
麗,encantador
齢,años
齢,edad
暦,calendario
暦,almanaque
歴,pasar
歴,"paso del tiempo"
列,fila
列,línea
列,hilera
劣,debilidad
劣,inferioridad
劣,"mala calidad"
劣,"ser inferior"
劣,"ser peor"
烈,bravo
烈,violento
烈,furioso
烈,cruel
裂,hendidura
裂,escisión
裂,desgarramiento
裂,hender
裂,rasgar
裂,desgarrar
裂,desgarrarse
裂,agrietarse
廉,noble
廉,puro
廉,honrado
廉,sincero
廉,barato
恋,romance
恋,amor
恋,enamoramiento
恋,enamorado
恋,querido
恋,enamorarse
練,práctica
練,entrenamiento
練,ablandar
練,ejercitar
蓮,loto
連,unir
連,acompañar
連,"estar junto"
連,grupo
連,agrupar
錬,forjar
錬,refinar
錬,disciplinar
錬,pulir
呂,"columna vertebral"
呂,espinazo
櫓,remo
櫓,torre
櫓,torreta
櫓,cadalso
炉,chimenea
炉,horno
炉,fundición
路,camino
路,ruta
路,carretera
露,rocío
露,relente
露,exponer
露,mostrar
露,sereno
露,Rusia
労,"trabajo duro"
労,cansancio
労,compensación
廊,corredor
廊,pasillo
朗,claro
朗,sereno
朗,melodioso
朗,sonoro
楼,atalaya
楼,mirador
楼,torreón
浪,ola
浪,onda
浪,ondulación
浪,fluctuación
浪,divagación
浪,vagar
浪,inutilidad
漏,fuga
漏,escape
漏,gotera
漏,gotear
漏,escaparse
漏,filtrarse
漏,rezumar
牢,prisión
牢,celda
牢,dureza
牢,duro
狼,lobo
狼,confundirse
狼,"estar desordenado"
狼,"estar desorganizado"
老,envejecer
老,viejo
老,experimentado
老,"hacerse viejo"
郎,hombre
郎,hijo
郎,sirviente
六,seis
六,6
麓,"pie de la montaña"
禄,feliz
禄,contento
禄,feudo
禄,"sueldo de funcionario"
肋,costilla
録,registro
録,transcripción
録,copia
論,teoría
論,argumento
論,discurso
倭,Yamato
倭,"antiguo nombre de Japón"
和,armonía
和,paz
和,"estilo japonés"
和,suavizar
和,calmar
和,tranquilo
和,armonioso
話,cuento
話,charla
話,hablar
話,narrar
賄,soborno
賄,cohecho
賄,"preparación de comidas"
賄,sobornar
賄,cohechar
賄,cocinar
脇,axila
脇,sobaco
脇,flanco
脇,lado
脇,lateral
惑,ilusión
惑,engaño
惑,duda
惑,seducción
惑,dudar
惑,seducir
枠,marco
枠,armazón
枠,rango
枠,alcance
鷲,águila
亘,ensanchar
亘,cruzar
亘,atravesar
椀,tazón
椀,"cuenco (de madera)"
湾,golfo
湾,bahía
湾,ensenada
湾,cala
碗,"tazón pequeño"
碗,"taza (porcelana)"
腕,brazo
腕,habilidad
腕,talento
丼,tazón
丼,cuenco
侑,"animar a comer"
侑,ayudar
勁,fuerte
哺,cultivar
哺,cuidar
哺,"llevarse a la boca"
喩,ejemplo
喩,persuasión
喩,ejemplificar
喩,"dar ejemplo"
喩,persuadir
奎,estrella
奎,"dios de la literatura"
寇,enemigo
寇,rival
寇,saqueo
寇,pillaje
寇,robo
屏,mampara
屏,biombo
屏,cubrir
屏,ocultar
屏,defenderse
屏,prevenir
崚,"destacarse en una fila"
已,abandono
已,parada
已,dejar
已,abandonar
已,parar
已,ya
已,antes
已,"hace tiempo"
彗,cometa
罹,coger
罹,pillar
罹,atrapar
罹,"sufrir (calamidad"
罹,catástrofe)
扁,llano
扁,simple
扁,plano
扁,"parte izquierda de un kanji"
扁,"cuadro alargado"
拗,torsión
拗,tirón
拗,malhumor
拗,torcer
拗,retorcer
拗,"estar malhumorado"
昴,ascenso
昴,incremento
昴,auge
晏,tarde
晏,avanzado
晏,tranquilo
晏,"puesta (de sol)"
晨,mañana
晨,temprano
晟,claro
暉,brillo
暉,luz
柩,cofre
柩,estuche
柩,ataúd
柩,féretro
檜,"ciprés japonés"
栞,marcador
栞,guía
楷,modelo
楷,patrón
楷,correcto
楷,"escritura de tipo imprenta"
楔,cuña
楔,"en forma de cuña"
椰,cocotero
毬,pelota
毬,bola
洸,vasto
洸,enorme
洵,ciertamente
洵,verdaderamente
滉,"profundo y amplio"
漑,riego
漑,regar
漑,"echar agua"
灌,riego
灌,irrigación
灌,regar
灌,"echar agua"
漱,gárgaras
漱,"enjuague bucal"
漱,"hacer gárgaras"
漱,"enjuagarse la boca"
澪,"camino acuático"
澪,"canal para barcos"
燎,incendiar
燎,hoguera
燎,fogata
燿,brillar
燿,brillo
瑶,"joya bella"
皓,"blanco puro"
皓,"blanco brillante"
眸,pupila
眸,ojo
笙,"instrumento de junco"
笙,"instrumento de viento con lengüeta"
籠,cesto
籠,canasta
籠,palanquín
籠,confinarse
籠,recluirse
籠,confinar
籠,recluir
籠,engatusar
籠,seducir
綺,bello
綺,"prenda figurada"
綸,hilo
綸,hebra
綸,"prenda de seda"
翔,remontarse
翔,elevarse
翔,volar
胱,vejiga
脩,"carne seca"
脩,largo
隋,"dinastía china"
茉,jazmín
莉,jazmín
菫,violeta
袂,manga
袂,"pié (montaña)"
訛,acento
訛,disculparse
訛,equivocarse
訛,"hablar con acento"
詢,"consultar con"
誦,recitar
誦,cantar
誦,memorizar
誦,"recitar de memoria"
諄,tedioso
諄,aburrido
諄,pesado
赳,valiente
赳,valeroso
輌,vehículo
輌,"contador para vehículos"
迪,camino
迪,senda
迪,caminar
鋏,tijeras
鋏,perforadora
頌,elogiar
頌,alabar
頌,encomiar
颯,"de repente"
颯,fácilmente
颯,suavemente
魏,"antigua región de China"
魏,Corea
鰆,"carite sierra"
鰆,"macarela (pez)"
黎,oscuro
黎,negro
黎,muchos
凜,frío
凜,estricto
凜,severo
熙,brillante
熙,soleado
熙,próspero
熙,alegre
熙,#KA
